,Location,Year,Number,Population,Rate
93,Kingman Twp,2015.0,0.0,170.0,0.0
94,Kingman Twp,2016.0,0.0,170.0,0.0
95,Knox,2008.0,0.0,760.0,0.0
96,Knox,2009.0,0.0,789.0,0.0
97,Knox,2012.0,0.0,812.0,0.0
98,Knox,2014.0,0.0,828.0,0.0
99,Knox,2015.0,0.0,828.0,0.0
100,Lagrange,2008.0,0.0,769.0,0.0
101,Lagrange,2010.0,0.0,708.0,0.0
102,Lagrange,2011.0,0.0,718.0,0.0
103,Lagrange,2013.0,0.0,717.0,0.0
104,Lagrange,2014.0,0.0,732.0,0.0
105,Lagrange,2015.0,0.0,732.0,0.0
106,Lagrange,2016.0,0.0,732.0,0.0
107,Lake View Plt,2013.0,0.0,88.0,0.0
108,Lake View Plt,2016.0,0.0,87.0,0.0
109,Lakeville,2008.0,0.0,60.0,0.0
110,Lakeville,2010.0,0.0,105.0,0.0
111,Lakeville,2011.0,0.0,107.0,0.0
2,Lakeville,2012.0,0.0,105.0,0.0
3,Lakeville,2013.0,0.0,105.0,0.0
4,Lakeville,2014.0,0.0,105.0,0.0
5,Lakeville,2015.0,0.0,105.0,0.0
6,Lakeville,2016.0,0.0,105.0,0.0
7,Lamoine,2008.0,0.0,1659.0,0.0
8,Lamoine,2009.0,0.0,1642.0,0.0
9,Lamoine,2012.0,0.0,1626.0,0.0
10,Lamoine,2015.0,0.0,1643.0,0.0
11,Lee,2008.0,0.0,851.0,0.0
12,Lee,2010.0,0.0,922.0,0.0
13,Lee,2011.0,0.0,938.0,0.0
14,Lee,2012.0,0.0,927.0,0.0
15,Lee,2013.0,0.0,924.0,0.0
16,Lee,2014.0,0.0,930.0,0.0
17,Lee,2015.0,0.0,930.0,0.0
18,Lee,2016.0,0.0,930.0,0.0
19,Leeds,2008.0,0.0,2086.0,0.0
20,Levant,2008.0,0.0,2643.0,0.0
21,Levant,2010.0,0.0,2851.0,0.0
22,Levant,2011.0,0.0,2898.0,0.0
23,Levant,2012.0,0.0,2894.0,0.0
24,Levant,2013.0,0.0,2970.0,0.0
25,Levant,2014.0,0.0,2945.0,0.0
26,Liberty,2009.0,0.0,922.0,0.0
27,Liberty,2010.0,0.0,913.0,0.0
28,Liberty,2011.0,0.0,929.0,0.0
29,Liberty,2013.0,0.0,917.0,0.0
30,Limestone,2009.0,0.0,2342.0,0.0
31,Limestone,2010.0,0.0,2314.0,0.0
32,Limestone,2016.0,0.0,2254.0,0.0
33,Lincoln,2010.0,0.0,5085.0,0.0
34,Lincoln,2012.0,0.0,5139.0,0.0
35,Lincoln,2014.0,0.0,5091.0,0.0
36,Lincoln,2015.0,0.0,5091.0,0.0
37,Lincolnville,2008.0,0.0,2350.0,0.0
38,Lincolnville,2011.0,0.0,2171.0,0.0
39,Lincolnville,2016.0,0.0,2193.0,0.0
40,Linneus,2009.0,0.0,939.0,0.0
41,Linneus,2010.0,0.0,984.0,0.0
42,Linneus,2014.0,0.0,973.0,0.0
43,Linneus,2016.0,0.0,973.0,0.0
44,Littleton,2009.0,0.0,1036.0,0.0
45,Littleton,2010.0,0.0,1068.0,0.0
46,Littleton,2014.0,0.0,1059.0,0.0
47,Littleton,2016.0,0.0,1059.0,0.0
48,Livermore,2009.0,0.0,2137.0,0.0
49,Livermore Falls,2013.0,0.0,3187.0,0.0
50,Livermore Falls,2014.0,0.0,3162.0,0.0
51,Livermore Falls,2016.0,0.0,3162.0,0.0
52,Long Island,2010.0,0.0,230.0,0.0
53,Long Island,2014.0,0.0,226.0,0.0
54,Lovell,2008.0,0.0,1049.0,0.0
55,Lovell,2009.0,0.0,1113.0,0.0
56,Lovell,2011.0,0.0,1139.0,0.0
57,Lovell,2012.0,0.0,1125.0,0.0
58,Lovell,2015.0,0.0,1107.0,0.0
59,Lovell,2016.0,0.0,1107.0,0.0
60,Lowell,2008.0,0.0,288.0,0.0
61,Lowell,2010.0,0.0,358.0,0.0
62,Lowell,2011.0,0.0,374.0,0.0
63,Lowell,2012.0,0.0,362.0,0.0
64,Lowell,2013.0,0.0,354.0,0.0
65,Lowell,2014.0,0.0,359.0,0.0
66,Lowell,2015.0,0.0,359.0,0.0
67,Lowell,2016.0,0.0,359.0,0.0
68,Lubec,2009.0,0.0,1403.0,0.0
69,Lubec,2011.0,0.0,1330.0,0.0
70,Lubec,2012.0,0.0,1308.0,0.0
71,Lubec,2013.0,0.0,1302.0,0.0
72,Lubec,2014.0,0.0,1216.0,0.0
73,Lubec,2015.0,0.0,1216.0,0.0
74,Lubec,2016.0,0.0,1216.0,0.0
75,Ludlow,2009.0,0.0,415.0,0.0
76,Ludlow,2010.0,0.0,404.0,0.0
77,Ludlow,2014.0,0.0,391.0,0.0
78,Ludlow,2016.0,0.0,391.0,0.0
79,Machias,2011.0,0.0,2192.0,0.0
80,Machias,2012.0,0.0,2164.0,0.0
81,Machiasport,2009.0,0.0,1116.0,0.0
82,Machiasport,2011.0,0.0,1118.0,0.0
83,Machiasport,2016.0,0.0,1122.0,0.0
84,Macwahoc Plt,2009.0,0.0,82.0,0.0
85,Macwahoc Plt,2010.0,0.0,79.0,0.0
86,Macwahoc Plt,2014.0,0.0,78.0,0.0
87,Macwahoc Plt,2016.0,0.0,78.0,0.0
88,Madawaska,2009.0,0.0,4192.0,0.0
89,Madawaska,2014.0,0.0,3835.0,0.0
90,Madawaska,2016.0,0.0,3835.0,0.0
91,Madison,2009.0,0.0,4758.0,0.0
92,Madison,2010.0,0.0,4855.0,0.0
93,Madison,2011.0,0.0,4778.0,0.0
94,Madison,2012.0,0.0,4794.0,0.0
95,Madison,2015.0,0.0,4696.0,0.0
96,Mapleton,2014.0,0.0,1915.0,0.0
97,Mapleton,2016.0,0.0,1915.0,0.0
98,Mariaville,2008.0,0.0,517.0,0.0
99,Mariaville,2010.0,0.0,513.0,0.0
100,Mariaville,2011.0,0.0,527.0,0.0
101,Mariaville,2012.0,0.0,525.0,0.0
102,Mariaville,2013.0,0.0,531.0,0.0
103,Mariaville,2014.0,0.0,533.0,0.0
104,Mariaville,2016.0,0.0,533.0,0.0
105,Mars Hill,2009.0,0.0,1485.0,0.0
106,Mars Hill,2010.0,0.0,1493.0,0.0
107,Mars Hill,2014.0,0.0,1443.0,0.0
108,Mars Hill,2016.0,0.0,1443.0,0.0
109,Marshfield,2009.0,0.0,514.0,0.0
110,Marshfield,2014.0,0.0,527.0,0.0
111,Marshfield,2015.0,0.0,527.0,0.0
2,Masardis,2009.0,0.0,252.0,0.0
3,Masardis,2010.0,0.0,249.0,0.0
4,Masardis,2014.0,0.0,235.0,0.0
5,Masardis,2016.0,0.0,235.0,0.0
6,Matinicus Isle Plt,2008.0,0.0,50.0,0.0
7,Matinicus Isle Plt,2009.0,0.0,63.0,0.0
8,Matinicus Isle Plt,2010.0,0.0,74.0,0.0
9,Matinicus Isle Plt,2011.0,0.0,74.0,0.0
10,Matinicus Isle Plt,2012.0,0.0,71.0,0.0
11,Matinicus Isle Plt,2014.0,0.0,72.0,0.0
12,Matinicus Isle Plt,2015.0,0.0,72.0,0.0
13,Matinicus Isle Plt,2016.0,0.0,72.0,0.0
14,Mattawamkeag,2008.0,0.0,775.0,0.0
15,Mattawamkeag,2011.0,0.0,705.0,0.0
16,Mattawamkeag,2012.0,0.0,693.0,0.0
17,Mattawamkeag,2013.0,0.0,684.0,0.0
18,Mattawamkeag,2014.0,0.0,688.0,0.0
19,Mattawamkeag,2015.0,0.0,688.0,0.0
20,Mattawamkeag,2016.0,0.0,688.0,0.0
21,Maxfield,2008.0,0.0,82.0,0.0
22,Maxfield,2010.0,0.0,97.0,0.0
23,Maxfield,2011.0,0.0,99.0,0.0
24,Maxfield,2012.0,0.0,97.0,0.0
25,Maxfield,2013.0,0.0,93.0,0.0
26,Maxfield,2014.0,0.0,93.0,0.0
27,Maxfield,2015.0,0.0,93.0,0.0
28,Maxfield,2016.0,0.0,93.0,0.0
29,Meddybemps,2009.0,0.0,154.0,0.0
30,Meddybemps,2011.0,0.0,153.0,0.0
31,Meddybemps,2012.0,0.0,153.0,0.0
32,Meddybemps,2013.0,0.0,151.0,0.0
33,Meddybemps,2014.0,0.0,147.0,0.0
34,Meddybemps,2015.0,0.0,147.0,0.0
35,Meddybemps,2016.0,0.0,147.0,0.0
36,Medford,2013.0,0.0,249.0,0.0
37,Medford,2016.0,0.0,250.0,0.0
38,Medway,2008.0,0.0,1486.0,0.0
39,Medway,2010.0,0.0,1349.0,0.0
40,Medway,2012.0,0.0,1351.0,0.0
41,Medway,2013.0,0.0,1336.0,0.0
42,Medway,2014.0,0.0,1331.0,0.0
43,Medway,2015.0,0.0,1331.0,0.0
44,Medway,2016.0,0.0,1331.0,0.0
45,Mercer,2008.0,0.0,647.0,0.0
46,Mercer,2009.0,0.0,661.0,0.0
47,Mercer,2010.0,0.0,664.0,0.0
48,Mercer,2011.0,0.0,674.0,0.0
49,Mercer,2012.0,0.0,671.0,0.0
50,Mercer,2013.0,0.0,667.0,0.0
51,Mercer,2016.0,0.0,655.0,0.0
52,Merrill,2009.0,0.0,268.0,0.0
53,Merrill,2010.0,0.0,273.0,0.0
54,Merrill,2014.0,0.0,263.0,0.0
55,Merrill,2016.0,0.0,263.0,0.0
56,Mexico,2008.0,0.0,2881.0,0.0
57,Mexico,2009.0,0.0,2797.0,0.0
58,Mexico,2011.0,0.0,2636.0,0.0
59,Mexico,2012.0,0.0,2622.0,0.0
60,Mexico,2013.0,0.0,2626.0,0.0
61,Mexico,2014.0,0.0,2620.0,0.0
62,Mexico,2015.0,0.0,2620.0,0.0
63,Milbridge,2009.0,0.0,1339.0,0.0
64,Milbridge,2011.0,0.0,1347.0,0.0
65,Milbridge,2013.0,0.0,1312.0,0.0
66,Milford,2008.0,0.0,2977.0,0.0
67,Milford,2010.0,0.0,3070.0,0.0
68,Milford,2011.0,0.0,3113.0,0.0
69,Milford,2012.0,0.0,3082.0,0.0
70,Milford,2013.0,0.0,3165.0,0.0
71,Milford,2014.0,0.0,3067.0,0.0
72,Milford,2015.0,0.0,3067.0,0.0
73,Millinocket,2008.0,0.0,4248.0,0.0
74,Millinocket,2011.0,0.0,4440.0,0.0
75,Millinocket,2012.0,0.0,4344.0,0.0
76,Millinocket,2014.0,0.0,4288.0,0.0
77,Millinocket,2016.0,0.0,4288.0,0.0
78,Milo,2013.0,0.0,2293.0,0.0
79,Milo,2016.0,0.0,2276.0,0.0
80,Milton Twp,2008.0,0.0,132.0,0.0
81,Milton Twp,2009.0,0.0,139.0,0.0
82,Milton Twp,2010.0,0.0,143.0,0.0
83,Milton Twp,2011.0,0.0,144.0,0.0
84,Milton Twp,2012.0,0.0,144.0,0.0
85,Milton Twp,2013.0,0.0,147.0,0.0
86,Milton Twp,2014.0,0.0,148.0,0.0
87,Milton Twp,2015.0,0.0,148.0,0.0
88,Milton Twp,2016.0,0.0,148.0,0.0
89,Minot,2010.0,0.0,2607.0,0.0
90,Monhegan Island Plt,2008.0,0.0,82.0,0.0
91,Monhegan Island Plt,2009.0,0.0,75.0,0.0
92,Monhegan Island Plt,2010.0,0.0,69.0,0.0
93,Monhegan Island Plt,2012.0,0.0,72.0,0.0
94,Monhegan Island Plt,2013.0,0.0,74.0,0.0
95,Monhegan Island Plt,2014.0,0.0,73.0,0.0
96,Monhegan Island Plt,2015.0,0.0,73.0,0.0
97,Monhegan Island Plt,2016.0,0.0,73.0,0.0
98,Monmouth,2008.0,0.0,3941.0,0.0
99,Monroe,2008.0,0.0,856.0,0.0
100,Monroe,2009.0,0.0,878.0,0.0
101,Monroe,2010.0,0.0,890.0,0.0
102,Monroe,2011.0,0.0,910.0,0.0
103,Monroe,2014.0,0.0,890.0,0.0
104,Monson,2013.0,0.0,680.0,0.0
105,Monson,2016.0,0.0,679.0,0.0
106,Monticello,2009.0,0.0,807.0,0.0
107,Monticello,2010.0,0.0,790.0,0.0
108,Monticello,2014.0,0.0,760.0,0.0
109,Monticello,2016.0,0.0,760.0,0.0
110,Montville,2010.0,0.0,1032.0,0.0
111,Moose River,2008.0,0.0,205.0,0.0
2,Moose River,2009.0,0.0,213.0,0.0
3,Moose River,2010.0,0.0,218.0,0.0
4,Moose River,2011.0,0.0,221.0,0.0
5,Moose River,2012.0,0.0,221.0,0.0
6,Moose River,2013.0,0.0,218.0,0.0
7,Moose River,2014.0,0.0,216.0,0.0
8,Moose River,2015.0,0.0,216.0,0.0
9,Moose River,2016.0,0.0,216.0,0.0
10,Moro Plt,2009.0,0.0,50.0,0.0
11,Morrill,2008.0,0.0,923.0,0.0
12,Morrill,2009.0,0.0,904.0,0.0
13,Morrill,2010.0,0.0,884.0,0.0
14,Morrill,2012.0,0.0,894.0,0.0
15,Moscow,2008.0,0.0,534.0,0.0
16,Moscow,2009.0,0.0,524.0,0.0
17,Moscow,2010.0,0.0,512.0,0.0
18,Moscow,2011.0,0.0,521.0,0.0
19,Moscow,2012.0,0.0,521.0,0.0
20,Moscow,2013.0,0.0,502.0,0.0
21,Moscow,2014.0,0.0,503.0,0.0
22,Moscow,2015.0,0.0,503.0,0.0
23,Moscow,2016.0,0.0,503.0,0.0
24,Mount Chase,2008.0,0.0,233.0,0.0
25,Mount Chase,2010.0,0.0,201.0,0.0
26,Mount Chase,2011.0,0.0,203.0,0.0
27,Mount Chase,2012.0,0.0,205.0,0.0
28,Mount Chase,2013.0,0.0,204.0,0.0
29,Mount Chase,2014.0,0.0,203.0,0.0
30,Mount Chase,2015.0,0.0,203.0,0.0
31,Mount Chase,2016.0,0.0,203.0,0.0
32,Mount Desert,2009.0,0.0,2119.0,0.0
33,Mount Vernon,2010.0,0.0,1640.0,0.0
34,New Canada,2009.0,0.0,315.0,0.0
35,New Canada,2010.0,0.0,321.0,0.0
36,New Canada,2014.0,0.0,327.0,0.0
37,New Canada,2016.0,0.0,327.0,0.0
38,New Limerick,2009.0,0.0,515.0,0.0
39,New Limerick,2010.0,0.0,510.0,0.0
40,New Limerick,2014.0,0.0,487.0,0.0
41,New Limerick,2016.0,0.0,487.0,0.0
42,New Portland,2008.0,0.0,784.0,0.0
43,New Portland,2009.0,0.0,750.0,0.0
44,New Portland,2010.0,0.0,718.0,0.0
45,New Portland,2011.0,0.0,724.0,0.0
46,New Portland,2014.0,0.0,731.0,0.0
47,New Sharon,2008.0,0.0,1426.0,0.0
48,New Sharon,2012.0,0.0,1420.0,0.0
49,New Sharon,2013.0,0.0,1399.0,0.0
50,New Sharon,2014.0,0.0,1392.0,0.0
51,New Sharon,2016.0,0.0,1392.0,0.0
52,New Sweden,2009.0,0.0,604.0,0.0
53,New Sweden,2010.0,0.0,602.0,0.0
54,New Sweden,2014.0,0.0,606.0,0.0
55,New Sweden,2016.0,0.0,606.0,0.0
56,New Vineyard,2008.0,0.0,803.0,0.0
57,New Vineyard,2009.0,0.0,788.0,0.0
58,New Vineyard,2010.0,0.0,757.0,0.0
59,New Vineyard,2011.0,0.0,773.0,0.0
60,New Vineyard,2012.0,0.0,759.0,0.0
61,New Vineyard,2013.0,0.0,757.0,0.0
62,New Vineyard,2014.0,0.0,752.0,0.0
63,New Vineyard,2015.0,0.0,752.0,0.0
64,New Vineyard,2016.0,0.0,752.0,0.0
65,Newburgh,2008.0,0.0,1511.0,0.0
66,Newburgh,2010.0,0.0,1551.0,0.0
67,Newburgh,2011.0,0.0,1554.0,0.0
68,Newburgh,2012.0,0.0,1551.0,0.0
69,Newfield,2011.0,0.0,1549.0,0.0
70,Newport,2008.0,0.0,3121.0,0.0
71,Newport,2010.0,0.0,3275.0,0.0
72,Newport,2012.0,0.0,3239.0,0.0
73,Newport,2013.0,0.0,3239.0,0.0
74,Newry,2009.0,0.0,349.0,0.0
75,Newry,2010.0,0.0,329.0,0.0
76,Newry,2011.0,0.0,331.0,0.0
77,Newry,2012.0,0.0,327.0,0.0
78,Newry,2013.0,0.0,328.0,0.0
79,Newry,2014.0,0.0,330.0,0.0
80,Newry,2015.0,0.0,330.0,0.0
81,Newry,2016.0,0.0,330.0,0.0
82,Nobleboro,2008.0,0.0,1686.0,0.0
83,Norridgewock,2009.0,0.0,3331.0,0.0
84,Norridgewock,2010.0,0.0,3367.0,0.0
85,Norridgewock,2011.0,0.0,3384.0,0.0
86,North Franklin,2009.0,0.0,54.0,0.0
87,North Franklin,2010.0,0.0,61.0,0.0
88,North Franklin,2011.0,0.0,62.0,0.0
89,North Franklin,2012.0,0.0,61.0,0.0
90,North Franklin,2013.0,0.0,61.0,0.0
91,North Franklin,2014.0,0.0,61.0,0.0
92,North Franklin,2015.0,0.0,61.0,0.0
93,North Franklin,2016.0,0.0,61.0,0.0
94,North Haven,2008.0,0.0,405.0,0.0
95,North Haven,2009.0,0.0,373.0,0.0
96,North Haven,2010.0,0.0,355.0,0.0
97,North Penobscot,2008.0,0.0,436.0,0.0
98,North Penobscot,2010.0,0.0,463.0,0.0
99,North Penobscot,2011.0,0.0,466.0,0.0
100,North Penobscot,2012.0,0.0,461.0,0.0
101,North Penobscot,2013.0,0.0,460.0,0.0
102,North Penobscot,2014.0,0.0,461.0,0.0
103,North Penobscot,2015.0,0.0,461.0,0.0
104,North Penobscot,2016.0,0.0,461.0,0.0
105,North Washington,2009.0,0.0,508.0,0.0
106,North Washington,2011.0,0.0,499.0,0.0
107,North Washington,2012.0,0.0,496.0,0.0
108,North Washington,2013.0,0.0,492.0,0.0
109,North Washington,2014.0,0.0,486.0,0.0
110,North Washington,2015.0,0.0,486.0,0.0
111,North Washington,2016.0,0.0,486.0,0.0
2,Northeast Piscataquis,2013.0,0.0,268.0,0.0
3,Northeast Piscataquis,2016.0,0.0,267.0,0.0
4,Northeast Somerset,2008.0,0.0,327.0,0.0
5,Northeast Somerset,2009.0,0.0,365.0,0.0
6,Northeast Somerset,2010.0,0.0,390.0,0.0
7,Northeast Somerset,2011.0,0.0,395.0,0.0
8,Northeast Somerset,2012.0,0.0,392.0,0.0
9,Northeast Somerset,2013.0,0.0,383.0,0.0
10,Northeast Somerset,2014.0,0.0,385.0,0.0
11,Northeast Somerset,2015.0,0.0,385.0,0.0
12,Northeast Somerset,2016.0,0.0,385.0,0.0
13,Northfield,2009.0,0.0,139.0,0.0
14,Northfield,2011.0,0.0,148.0,0.0
15,Northfield,2012.0,0.0,148.0,0.0
16,Northfield,2013.0,0.0,150.0,0.0
17,Northfield,2014.0,0.0,147.0,0.0
18,Northfield,2015.0,0.0,147.0,0.0
19,Northfield,2016.0,0.0,147.0,0.0
20,Northport,2008.0,0.0,1510.0,0.0
21,Northport,2010.0,0.0,1520.0,0.0
22,Northport,2011.0,0.0,1526.0,0.0
23,Northwest Piscataquis,2013.0,0.0,146.0,0.0
24,Northwest Piscataquis,2016.0,0.0,147.0,0.0
25,Northwest Somerset,2009.0,0.0,55.0,0.0
26,Northwest Somerset,2010.0,0.0,62.0,0.0
27,Northwest Somerset,2011.0,0.0,63.0,0.0
28,Northwest Somerset,2012.0,0.0,62.0,0.0
29,Northwest Somerset,2013.0,0.0,62.0,0.0
30,Northwest Somerset,2014.0,0.0,61.0,0.0
31,Northwest Somerset,2015.0,0.0,61.0,0.0
32,Northwest Somerset,2016.0,0.0,61.0,0.0
33,Norway,2009.0,0.0,4957.0,0.0
34,Norway,2011.0,0.0,5026.0,0.0
35,Oakfield,2009.0,0.0,711.0,0.0
36,Oakfield,2010.0,0.0,737.0,0.0
37,Oakfield,2014.0,0.0,715.0,0.0
38,Oakfield,2016.0,0.0,715.0,0.0
39,Oakland,2008.0,0.0,6111.0,0.0
40,Oakland,2009.0,0.0,6203.0,0.0
41,Oakland,2012.0,0.0,6270.0,0.0
42,Ogunquit,2009.0,0.0,917.0,0.0
43,Ogunquit,2010.0,0.0,892.0,0.0
44,Ogunquit,2011.0,0.0,882.0,0.0
45,Ogunquit,2015.0,0.0,862.0,0.0
46,Old Town,2011.0,0.0,7731.0,0.0
47,Old Town,2012.0,0.0,7736.0,0.0
48,Orient,2009.0,0.0,141.0,0.0
49,Orient,2010.0,0.0,147.0,0.0
50,Orient,2014.0,0.0,148.0,0.0
51,Orient,2016.0,0.0,148.0,0.0
52,Orland,2008.0,0.0,2023.0,0.0
53,Orland,2010.0,0.0,2225.0,0.0
54,Orland,2011.0,0.0,2223.0,0.0
55,Orneville Twp,2013.0,0.0,250.0,0.0
56,Orneville Twp,2016.0,0.0,246.0,0.0
57,Orono,2011.0,0.0,10235.0,0.0
58,Orrington,2008.0,0.0,3735.0,0.0
59,Orrington,2010.0,0.0,3733.0,0.0
60,Orrington,2011.0,0.0,3666.0,0.0
61,Osborn,2008.0,0.0,71.0,0.0
62,Osborn,2009.0,0.0,70.0,0.0
63,Osborn,2010.0,0.0,67.0,0.0
64,Osborn,2011.0,0.0,68.0,0.0
65,Osborn,2012.0,0.0,66.0,0.0
66,Osborn,2013.0,0.0,65.0,0.0
67,Osborn,2014.0,0.0,64.0,0.0
68,Osborn,2015.0,0.0,64.0,0.0
69,Osborn,2016.0,0.0,64.0,0.0
70,Otis,2008.0,0.0,595.0,0.0
71,Otis,2010.0,0.0,672.0,0.0
72,Otis,2011.0,0.0,675.0,0.0
73,Otis,2013.0,0.0,687.0,0.0
74,Otis,2014.0,0.0,683.0,0.0
75,Otis,2015.0,0.0,683.0,0.0
76,Otis,2016.0,0.0,683.0,0.0
77,Otisfield,2012.0,0.0,1779.0,0.0
78,Oxbow Plt,2009.0,0.0,61.0,0.0
79,Oxbow Plt,2010.0,0.0,66.0,0.0
80,Oxbow Plt,2014.0,0.0,68.0,0.0
81,Oxbow Plt,2016.0,0.0,68.0,0.0
82,Oxford,2010.0,0.0,4110.0,0.0
83,Palermo,2009.0,0.0,1439.0,0.0
84,Palermo,2010.0,0.0,1535.0,0.0
85,Palermo,2011.0,0.0,1568.0,0.0
86,Palermo,2012.0,0.0,1553.0,0.0
87,Palermo,2014.0,0.0,1565.0,0.0
88,Palmyra,2008.0,0.0,2067.0,0.0
89,Palmyra,2009.0,0.0,2033.0,0.0
90,Palmyra,2010.0,0.0,1986.0,0.0
91,Palmyra,2013.0,0.0,1972.0,0.0
92,Palmyra,2014.0,0.0,1950.0,0.0
93,Palmyra,2015.0,0.0,1950.0,0.0
94,Palmyra,2016.0,0.0,1950.0,0.0
95,Parkman,2013.0,0.0,849.0,0.0
96,Parkman,2016.0,0.0,856.0,0.0
97,Parsonsfield,2008.0,0.0,1873.0,0.0
98,Parsonsfield,2009.0,0.0,1868.0,0.0
99,Parsonsfield,2010.0,0.0,1898.0,0.0
100,Parsonsfield,2013.0,0.0,1936.0,0.0
101,Passadumkeag,2008.0,0.0,431.0,0.0
102,Passadumkeag,2010.0,0.0,374.0,0.0
103,Passadumkeag,2011.0,0.0,389.0,0.0
104,Passadumkeag,2012.0,0.0,380.0,0.0
105,Passadumkeag,2013.0,0.0,367.0,0.0
106,Passadumkeag,2014.0,0.0,372.0,0.0
107,Passadumkeag,2015.0,0.0,372.0,0.0
108,Passadumkeag,2016.0,0.0,372.0,0.0
109,Patten,2008.0,0.0,1029.0,0.0
110,Patten,2010.0,0.0,1017.0,0.0
111,Patten,2011.0,0.0,1028.0,0.0
2,Patten,2012.0,0.0,1014.0,0.0
3,Patten,2013.0,0.0,992.0,0.0
4,Patten,2014.0,0.0,991.0,0.0
5,Patten,2015.0,0.0,991.0,0.0
6,Patten,2016.0,0.0,991.0,0.0
7,Pembroke,2009.0,0.0,837.0,0.0
8,Pembroke,2012.0,0.0,822.0,0.0
9,Pembroke,2013.0,0.0,814.0,0.0
10,Pembroke,2014.0,0.0,798.0,0.0
11,Pembroke,2015.0,0.0,798.0,0.0
12,Pembroke,2016.0,0.0,798.0,0.0
13,Penobscot,2010.0,0.0,1263.0,0.0
14,Perham,2009.0,0.0,405.0,0.0
15,Perham,2010.0,0.0,386.0,0.0
16,Perham,2014.0,0.0,354.0,0.0
17,Perham,2016.0,0.0,354.0,0.0
18,Perry,2009.0,0.0,907.0,0.0
19,Perry,2011.0,0.0,890.0,0.0
20,Perry,2012.0,0.0,894.0,0.0
21,Perry,2013.0,0.0,903.0,0.0
22,Perry,2014.0,0.0,880.0,0.0
23,Perry,2015.0,0.0,880.0,0.0
24,Perry,2016.0,0.0,880.0,0.0
25,Peru,2008.0,0.0,1575.0,0.0
26,Peru,2010.0,0.0,1541.0,0.0
27,Peru,2011.0,0.0,1555.0,0.0
28,Peru,2013.0,0.0,1543.0,0.0
29,Peru,2014.0,0.0,1559.0,0.0
30,Peru,2016.0,0.0,1559.0,0.0
31,Phillips,2008.0,0.0,1033.0,0.0
32,Phillips,2012.0,0.0,1022.0,0.0
33,Phillips,2014.0,0.0,1021.0,0.0
34,Phillips,2015.0,0.0,1021.0,0.0
35,Phillips,2016.0,0.0,1021.0,0.0
36,Pittsfield,2009.0,0.0,4247.0,0.0
37,Pittsfield,2011.0,0.0,4151.0,0.0
38,Pittsfield,2012.0,0.0,4132.0,0.0
39,Pittsfield,2013.0,0.0,4149.0,0.0
40,Pittsfield,2014.0,0.0,4105.0,0.0
41,Pleasant Point,2009.0,0.0,690.0,0.0
42,Pleasant Point,2011.0,0.0,755.0,0.0
43,Pleasant Point,2012.0,0.0,754.0,0.0
44,Pleasant Point,2013.0,0.0,753.0,0.0
45,Pleasant Point,2014.0,0.0,745.0,0.0
46,Pleasant Point,2015.0,0.0,745.0,0.0
47,Pleasant Point,2016.0,0.0,745.0,0.0
48,Pleasant Ridge Plt,2008.0,0.0,70.0,0.0
49,Pleasant Ridge Plt,2009.0,0.0,83.0,0.0
50,Pleasant Ridge Plt,2010.0,0.0,93.0,0.0
51,Pleasant Ridge Plt,2011.0,0.0,93.0,0.0
52,Pleasant Ridge Plt,2012.0,0.0,92.0,0.0
53,Pleasant Ridge Plt,2013.0,0.0,88.0,0.0
54,Pleasant Ridge Plt,2014.0,0.0,86.0,0.0
55,Pleasant Ridge Plt,2015.0,0.0,86.0,0.0
56,Pleasant Ridge Plt,2016.0,0.0,86.0,0.0
57,Plymouth,2008.0,0.0,1358.0,0.0
58,Plymouth,2010.0,0.0,1380.0,0.0
59,Plymouth,2011.0,0.0,1379.0,0.0
60,Plymouth,2012.0,0.0,1385.0,0.0
61,Plymouth,2013.0,0.0,1403.0,0.0
62,Plymouth,2014.0,0.0,1403.0,0.0
63,Plymouth,2015.0,0.0,1403.0,0.0
64,Portage Lake,2009.0,0.0,380.0,0.0
65,Portage Lake,2010.0,0.0,391.0,0.0
66,Portage Lake,2014.0,0.0,390.0,0.0
67,Portage Lake,2016.0,0.0,390.0,0.0
68,Porter,2009.0,0.0,1513.0,0.0
69,Porter,2010.0,0.0,1498.0,0.0
70,Porter,2012.0,0.0,1504.0,0.0
71,Porter,2014.0,0.0,1509.0,0.0
72,Prentiss Twp T7 R3 NBPP,2008.0,0.0,210.0,0.0
73,Prentiss Twp T7 R3 NBPP,2010.0,0.0,214.0,0.0
74,Prentiss Twp T7 R3 NBPP,2011.0,0.0,217.0,0.0
75,Prentiss Twp T7 R3 NBPP,2012.0,0.0,216.0,0.0
76,Prentiss Twp T7 R3 NBPP,2013.0,0.0,218.0,0.0
77,Prentiss Twp T7 R3 NBPP,2014.0,0.0,216.0,0.0
78,Prentiss Twp T7 R3 NBPP,2015.0,0.0,216.0,0.0
79,Prentiss Twp T7 R3 NBPP,2016.0,0.0,216.0,0.0
80,Presque Isle,2009.0,0.0,9553.0,0.0
81,Presque Isle,2010.0,0.0,9692.0,0.0
82,Presque Isle,2014.0,0.0,9345.0,0.0
83,Presque Isle,2016.0,0.0,9345.0,0.0
84,Princeton,2009.0,0.0,833.0,0.0
85,Princeton,2011.0,0.0,845.0,0.0
86,Princeton,2012.0,0.0,827.0,0.0
87,Princeton,2013.0,0.0,820.0,0.0
88,Princeton,2014.0,0.0,821.0,0.0
